seed,scope,facility,geometry,method,recall,precision,f1,auroc,margin_auroc,false_positive_rate
0,unseen,standard,__all__,P1_minus_B3,0.0,,0.0,0.0,-0.00708333333333333,-0.0125
0,unseen,standard,horizontal_new,P1_minus_B3,0.0,,0.0,0.0,0.03819444444444442,0.0
0,unseen,standard,low_new,P1_minus_B3,0.0,,0.0,0.0,0.00954861111111116,-0.020833333333333332
0,unseen,standard,two_new,P1_minus_B3,0.0,,0.0,0.0,0.0060763888888888395,-0.020833333333333332
0,unseen,standard,vertical_new,P1_minus_B3,0.0,,0.0,0.0,-0.04861111111111105,0.0
0,unseen,standard,wide_new,P1_minus_B3,0.0,,0.0,0.0,-0.02690972222222221,-0.020833333333333332
1,all,__all__,__all__,P1_minus_B3,-0.010416666666666671,-0.0014842300556586752,-0.016203106998374434,0.0,0.00274658203125,-0.0026041666666666644
1,seen,__all__,__all__,P1_minus_B3,0.0,0.0,0.0,0.0,0.000892168209876476,0.0
1,seen,__all__,central_furniture,P1_minus_B3,0.0,0.0,0.0,0.0,0.0008680555555555802,0.0
1,seen,__all__,clear,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,0.0
1,seen,__all__,vertical_mid,P1_minus_B3,0.0,0.0,0.0,0.0,0.00477430555555558,0.0
1,seen,harsh,__all__,P1_minus_B3,0.0,0.0,0.0,0.0,-0.0006751543209876365,0.0
1,seen,harsh,central_furniture,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,0.0
1,seen,harsh,clear,P1_minus_B3,0.0,0.0,0.0,0.0,-0.0008680555555555802,0.0
1,seen,harsh,vertical_mid,P1_minus_B3,0.0,0.0,0.0,0.0,-0.0008680555555554692,0.0
1,seen,standard,__all__,P1_minus_B3,0.0,0.0,0.0,0.0,0.0003858024691357764,0.0
1,seen,standard,central_furniture,P1_minus_B3,0.0,0.0,0.0,0.0,-0.00347222222222221,0.0
1,seen,standard,clear,P1_minus_B3,0.0,0.0,0.0,0.0,0.0017361111111111605,0.0
1,seen,standard,vertical_mid,P1_minus_B3,0.0,0.0,0.0,0.0,0.0078125,0.0
1,unseen,__all__,__all__,P1_minus_B3,-0.016666666666666663,0.0,-0.026936026936026924,0.0,0.0037413194444444464,-0.004166666666666666
1,unseen,__all__,horizontal_new,P1_minus_B3,-0.041666666666666664,-0.13333333333333341,-0.07251202367739548,0.0,0.01736111111111105,0.0
1,unseen,__all__,low_new,P1_minus_B3,-0.02083333333333333,0.04761904761904767,-0.02870813397129185,0.0,0.00520833333333337,-0.010416666666666668
1,unseen,__all__,two_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.0028211805555555802,0.0
1,unseen,__all__,vertical_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.0026041666666667407,0.0
1,unseen,__all__,wide_new,P1_minus_B3,-0.020833333333333343,0.015873015873015817,-0.029984051036682613,0.0,0.0013020833333333703,-0.010416666666666664
1,unseen,harsh,__all__,P1_minus_B3,0.0,0.0,0.0,0.0,-0.0002083333333333659,0.0
1,unseen,harsh,horizontal_new,P1_minus_B3,0.0,0.0,0.0,0.0,-0.0017361111111111605,0.0
1,unseen,harsh,low_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,0.0
1,unseen,harsh,two_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,0.0
1,unseen,harsh,vertical_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,0.0
1,unseen,harsh,wide_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,0.0
1,unseen,standard,__all__,P1_minus_B3,-0.03333333333333333,-0.23214285714285715,-0.059001865671641784,0.0,0.003159722222222272,-0.008333333333333331
1,unseen,standard,horizontal_new,P1_minus_B3,-0.08333333333333334,-0.25,-0.13736263736263735,0.0,0.01302083333333326,0.0
1,unseen,standard,low_new,P1_minus_B3,-0.041666666666666664,-0.3333333333333333,-0.07407407407407407,0.0,0.0060763888888888395,-0.020833333333333332
1,unseen,standard,two_new,P1_minus_B3,0.0,,0.0,0.0,0.0008680555555555802,0.0
1,unseen,standard,vertical_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.00868055555555558,0.0
1,unseen,standard,wide_new,P1_minus_B3,-0.041666666666666664,-0.2,-0.06896551724137931,0.0,-0.00347222222222221,-0.02083333333333333
2,all,__all__,__all__,P1_minus_B3,-0.0026041666666666644,0.06436170212765957,-0.0028783434750251635,0.0,-0.0015224880642361605,-0.0078125
2,seen,__all__,__all__,P1_minus_B3,-0.013888888888888881,0.013975155279503104,-0.019426263751566614,0.0,-0.011188271604938294,-0.010416666666666671
2,seen,__all__,central_furniture,P1_minus_B3,0.0,0.2666666666666666,0.010217113665389521,0.0,-0.01388888888888895,-0.04166666666666667
2,seen,__all__,clear,P1_minus_B3,-0.04166666666666666,-0.0625,-0.05397727272727271,0.0,0.0015190972222222099,0.0
2,seen,__all__,vertical_mid,P1_minus_B3,0.0,,0.0,0.0,0.0010850694444444198,0.010416666666666666
2,seen,harsh,__all__,P1_minus_B3,0.0,-0.061111111111111116,-0.0053140096618357335,0.0,-0.002411265432098797,0.013888888888888888
2,seen,harsh,central_furniture,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,0.0
2,seen,harsh,clear,P1_minus_B3,0.0,-0.044871794871794934,-0.010510510510510496,0.0,-0.0060763888888888395,0.02083333333333333
2,seen,harsh,vertical_mid,P1_minus_B3,0.0,,0.0,0.0,0.0,0.020833333333333332
2,seen,standard,__all__,P1_minus_B3,-0.027777777777777776,-0.2,-0.04878048780487805,0.0,-0.0419560185185186,-0.034722222222222224
2,seen,standard,central_furniture,P1_minus_B3,0.0,,0.0,0.0,-0.07031250000000006,-0.08333333333333333
2,seen,standard,clear,P1_minus_B3,-0.08333333333333333,-0.3333333333333333,-0.13333333333333333,0.0,0.00347222222222221,-0.02083333333333333
2,seen,standard,vertical_mid,P1_minus_B3,0.0,,0.0,0.0,-0.06770833333333331,0.0
2,unseen,__all__,__all__,P1_minus_B3,0.004166666666666673,0.12693498452012386,0.008443129065697164,0.0,0.005685763888888862,-0.00625
2,unseen,__all__,horizontal_new,P1_minus_B3,0.0,,0.0,0.0,0.03884548611111105,0.0
2,unseen,__all__,low_new,P1_minus_B3,0.0,0.12698412698412698,0.005103668261562999,0.0,0.02126736111111105,-0.020833333333333336
2,unseen,__all__,two_new,P1_minus_B3,0.0,0.13333333333333341,0.0027952480782669487,0.0,0.01649305555555547,-0.010416666666666666
2,unseen,__all__,vertical_new,P1_minus_B3,0.0,,0.0,0.0,-0.0036892361111111605,0.0
2,unseen,__all__,wide_new,P1_minus_B3,0.02083333333333333,0.050000000000000044,0.0355587808417997,0.0,-0.01866319444444453,0.0
2,unseen,harsh,__all__,P1_minus_B3,0.008333333333333345,0.018382352941176516,0.013417775869471876,0.0,-0.0040972222222221966,0.0
2,unseen,harsh,horizontal_new,P1_minus_B3,0.0,,0.0,0.0,-0.03211805555555558,0.0
2,unseen,harsh,low_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,0.0
2,unseen,harsh,two_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,0.0
2,unseen,harsh,vertical_new,P1_minus_B3,0.0,,0.0,0.0,0.0,0.0
2,unseen,harsh,wide_new,P1_minus_B3,0.04166666666666666,0.050000000000000044,0.061576354679802964,0.0,0.0,0.0
2,unseen,standard,__all__,P1_minus_B3,0.0,,0.0,0.0,-0.008958333333333401,-0.0125
2,unseen,standard,horizontal_new,P1_minus_B3,0.0,,0.0,0.0,0.08159722222222221,0.0
2,unseen,standard,low_new,P1_minus_B3,0.0,,0.0,0.0,0.02951388888888884,-0.041666666666666664
2,unseen,standard,two_new,P1_minus_B3,0.0,,0.0,0.0,0.01909722222222221,-0.020833333333333332
2,unseen,standard,vertical_new,P1_minus_B3,0.0,,0.0,0.0,-0.07725694444444442,0.0
2,unseen,standard,wide_new,P1_minus_B3,0.0,,0.0,0.0,-0.07291666666666669,0.0
3,all,__all__,__all__,P1_minus_B3,-0.0026041666666666574,0.0025006946373993255,-0.0038044994546884148,0.0,0.003373887803819531,-0.0013020833333333287
3,seen,__all__,__all__,P1_minus_B3,-0.013888888888888895,-0.041269841269841345,-0.02110490378646801,0.0,-0.0030623070987654266,0.0034722222222222238
3,seen,__all__,central_furniture,P1_minus_B3,0.0,0.0,0.0,0.0,-0.00694444444444442,0.0
3,seen,__all__,clear,P1_minus_B3,-0.041666666666666685,-0.06000000000000005,-0.0502283105022831,0.0,-0.00021701388888883955,0.010416666666666671
3,seen,__all__,vertical_mid,P1_minus_B3,0.0,0.0,0.0,0.0,0.01909722222222221,0.0
3,seen,harsh,__all__,P1_minus_B3,0.0,-0.05818965517241381,-0.010281797410510274,0.0,-0.001060956790123524,0.02083333333333333
3,seen,harsh,central_furniture,P1_minus_B3,0.0,-0.06666666666666665,-0.010695187165775388,0.0,0.0,0.02083333333333333
3,seen,harsh,clear,P1_minus_B3,0.0,-0.06015037593984962,-0.024806201550387597,0.0,-0.003472222222222321,0.04166666666666666
3,seen,harsh,vertical_mid,P1_minus_B3,0.0,0.0,0.0,0.0,-0.0026041666666666297,0.0
3,seen,standard,__all__,P1_minus_B3,-0.027777777777777776,-0.2857142857142857,-0.05063291139240506,0.0,-0.03067129629629639,-0.013888888888888892
3,seen,standard,central_furniture,P1_minus_B3,0.0,,0.0,0.0,-0.02083333333333337,-0.020833333333333332
3,seen,standard,clear,P1_minus_B3,-0.08333333333333333,-0.3333333333333333,-0.13333333333333333,0.0,0.0017361111111111605,-0.02083333333333333
3,seen,standard,vertical_mid,P1_minus_B3,0.0,,0.0,0.0,-0.07291666666666663,0.0
3,unseen,__all__,__all__,P1_minus_B3,0.004166666666666666,0.06666666666666665,0.008004574042309892,0.0,0.008888888888888835,-0.004166666666666666
3,unseen,__all__,horizontal_new,P1_minus_B3,0.0,,0.0,0.0,0.06076388888888884,0.0
3,unseen,__all__,low_new,P1_minus_B3,0.02083333333333333,0.16666666666666663,0.038112522686025385,0.0,0.00434027777777779,-0.020833333333333336
3,unseen,__all__,two_new,P1_minus_B3,0.0,0.0892857142857143,0.003246753246753248,0.0,0.007161458333333259,-0.010416666666666668
3,unseen,__all__,vertical_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.01736111111111105,0.0
3,unseen,__all__,wide_new,P1_minus_B3,0.0,-0.11904761904761907,-0.0033670033670033517,0.0,-0.00846354166666663,0.010416666666666666
3,unseen,harsh,__all__,P1_minus_B3,0.008333333333333331,-0.04761904761904767,0.009456264775413697,0.0,-0.0020138888888888706,0.008333333333333331
3,unseen,harsh,horizontal_new,P1_minus_B3,0.0,,0.0,0.0,-0.015625,0.0
3,unseen,harsh,low_new,P1_minus_B3,0.04166666666666666,0.04166666666666663,0.051136363636363646,0.0,0.0,0.0
3,unseen,harsh,two_new,P1_minus_B3,0.0,-0.11904761904761907,-0.010752688172043001,0.0,0.0,0.020833333333333332
3,unseen,harsh,vertical_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,0.0
3,unseen,harsh,wide_new,P1_minus_B3,0.0,-0.11904761904761907,-0.010752688172043001,0.0,0.0,0.020833333333333332
3,unseen,standard,__all__,P1_minus_B3,0.0,,0.0,0.0,-0.025659722222222237,-0.016666666666666666
3,unseen,standard,horizontal_new,P1_minus_B3,0.0,,0.0,0.0,0.0060763888888888395,0.0
3,unseen,standard,low_new,P1_minus_B3,0.0,,0.0,0.0,0.00520833333333337,-0.041666666666666664
3,unseen,standard,two_new,P1_minus_B3,0.0,,0.0,0.0,0.0,-0.041666666666666664
3,unseen,standard,vertical_new,P1_minus_B3,0.0,,0.0,0.0,-0.09375,0.0
3,unseen,standard,wide_new,P1_minus_B3,0.0,,0.0,0.0,-0.03298611111111105,0.0
4,all,__all__,__all__,P1_minus_B3,0.0,0.06597222222222221,0.0008699633699633669,0.0,-0.0013597276475694198,-0.005208333333333336
4,seen,__all__,__all__,P1_minus_B3,0.0,0.038260869565217404,0.001559012153208389,0.0,-0.001953125,-0.0069444444444444475
4,seen,__all__,central_furniture,P1_minus_B3,0.020833333333333336,0.5,0.04072398190045248,0.0,-0.01410590277777779,-0.020833333333333332
4,seen,__all__,clear,P1_minus_B3,-0.020833333333333343,-0.028571428571428525,-0.025575447570332477,0.0,0.00347222222222221,0.0
4,seen,__all__,vertical_mid,P1_minus_B3,0.0,,0.0,0.0,0.02690972222222221,0.0
4,seen,harsh,__all__,P1_minus_B3,0.013888888888888895,0.023684210526315863,0.019350215002388926,0.0,-0.00038580246913588745,0.0
4,seen,harsh,central_furniture,P1_minus_B3,0.04166666666666667,0.0,0.06837606837606836,0.0,0.0,0.0
4,seen,harsh,clear,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,0.0
4,seen,harsh,vertical_mid,P1_minus_B3,0.0,,0.0,0.0,0.0,0.0
4,seen,standard,__all__,P1_minus_B3,-0.013888888888888888,-0.16666666666666666,-0.02564102564102564,0.0,-0.010898919753086378,-0.013888888888888892
4,seen,standard,central_furniture,P1_minus_B3,0.0,,0.0,0.0,-0.037326388888888895,-0.041666666666666664
4,seen,standard,clear,P1_minus_B3,-0.041666666666666664,-0.25,-0.07142857142857142,0.0,0.0078125,0.0
4,seen,standard,vertical_mid,P1_minus_B3,0.0,,0.0,0.0,-0.026909722222222265,0.0
4,unseen,__all__,__all__,P1_minus_B3,0.0,0.16161616161616155,0.0005120081921310693,0.0,0.0011458333333332904,-0.0041666666666666675
4,unseen,__all__,horizontal_new,P1_minus_B3,0.0,,0.0,0.0,0.04383680555555558,0.0
4,unseen,__all__,low_new,P1_minus_B3,0.0,0.13333333333333341,0.0027952480782669487,0.0,0.0078125,-0.010416666666666666
4,unseen,__all__,two_new,P1_minus_B3,0.0,0.33333333333333337,0.001568627450980395,0.0,0.0030381944444444198,-0.010416666666666666
4,unseen,__all__,vertical_new,P1_minus_B3,0.0,,0.0,0.0,0.01041666666666674,0.0
4,unseen,__all__,wide_new,P1_minus_B3,0.0,0.0,0.0,0.0,-0.01866319444444453,0.0
4,unseen,harsh,__all__,P1_minus_B3,0.0,0.0,0.0,0.0,-0.0015625000000000222,0.0
4,unseen,harsh,horizontal_new,P1_minus_B3,0.0,,0.0,0.0,-0.01215277777777779,0.0
4,unseen,harsh,low_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,0.0
4,unseen,harsh,two_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,0.0
4,unseen,harsh,vertical_new,P1_minus_B3,0.0,,0.0,0.0,0.0,0.0
4,unseen,harsh,wide_new,P1_minus_B3,0.0,0.0,0.0,0.0,0.0,0.0
4,unseen,standard,__all__,P1_minus_B3,0.0,,0.0,0.0,-0.005520833333333364,-0.008333333333333333
4,unseen,standard,horizontal_new,P1_minus_B3,0.0,,0.0,0.0,0.04947916666666663,0.0
4,unseen,standard,low_new,P1_minus_B3,0.0,,0.0,0.0,0.00520833333333337,-0.020833333333333332
4,unseen,standard,two_new,P1_minus_B3,0.0,,0.0,0.0,0.02170138888888895,-0.020833333333333332
4,unseen,standard,vertical_new,P1_minus_B3,0.0,,0.0,0.0,-0.0625,0.0
4,unseen,standard,wide_new,P1_minus_B3,0.0,,0.0,0.0,-0.032986111111111105,0.0
